timestamp,git_commit,group,bench,parameter,samples,min_ns,mean_ns,stddev_ns,median_ns,hostname,cpu,os,rustc
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,halfspace_intersection,0,50,4.55615267804288,4.8424644508773245,0.28603363136462745,4.7458042769265845,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,halfspace_intersection,10,50,588.8970499698977,671.9013605733109,24.087288539130252,672.5821321997898,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,halfspace_intersection,20,50,1061.7018030513177,1158.2986320564548,68.70082183533702,1132.7695606751086,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,halfspace_intersection,50,50,2570.8893805309735,2750.4211486046697,119.82720313754743,2700.7175069276836,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,halfspace_intersection,100,50,5011.518261673601,5215.674884864868,327.3936235955224,5070.491100323625,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,push_forward_strict,0,50,15.951081702255747,16.091399491368076,0.23795510472406262,16.031491607410246,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,push_forward_strict,10,50,493.18668238067175,507.1469424935981,19.63090687034714,502.6886329043076,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,push_forward_strict,20,50,1720.3459016393442,1808.677447842714,114.65428367870557,1775.3877170184558,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,push_forward_strict,50,50,6060.278470984354,6227.784625503135,198.81257927022236,6143.931210500728,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
2025-11-07T23:01:49.381078+00:00,efb3711b4a42b7797a1520cbf0cb38730c3b9746,poly2,push_forward_strict,100,50,14924.108481262327,15230.693896290417,406.8687647493651,15080.202564102565,58a0cbf58a7c,x86_64,Linux 6.8.0-87-generic,rustc 1.91.0 (f8297e351 2025-10-28)
